"","date","hits","keyword","geo","time","gprop","category"
"254",2019-11-01,64,"BOA lace","US","2016-01-01 2021-09-21","web",0
"255",2019-12-01,36,"BOA lace","US","2016-01-01 2021-09-21","web",0
"256",2020-01-01,27,"BOA lace","US","2016-01-01 2021-09-21","web",0
"257",2020-02-01,28,"BOA lace","US","2016-01-01 2021-09-21","web",0
"258",2020-03-01,6,"BOA lace","US","2016-01-01 2021-09-21","web",0
"259",2020-04-01,12,"BOA lace","US","2016-01-01 2021-09-21","web",0
"260",2020-05-01,12,"BOA lace","US","2016-01-01 2021-09-21","web",0
"261",2020-06-01,57,"BOA lace","US","2016-01-01 2021-09-21","web",0
"262",2020-07-01,0,"BOA lace","US","2016-01-01 2021-09-21","web",0
"263",2020-08-01,32,"BOA lace","US","2016-01-01 2021-09-21","web",0
"264",2020-09-01,26,"BOA lace","US","2016-01-01 2021-09-21","web",0
"265",2020-10-01,21,"BOA lace","US","2016-01-01 2021-09-21","web",0
"266",2020-11-01,49,"BOA lace","US","2016-01-01 2021-09-21","web",0
"267",2020-12-01,58,"BOA lace","US","2016-01-01 2021-09-21","web",0
"268",2021-01-01,49,"BOA lace","US","2016-01-01 2021-09-21","web",0
"269",2021-02-01,63,"BOA lace","US","2016-01-01 2021-09-21","web",0
"270",2021-03-01,49,"BOA lace","US","2016-01-01 2021-09-21","web",0
"271",2021-04-01,15,"BOA lace","US","2016-01-01 2021-09-21","web",0
"272",2021-05-01,44,"BOA lace","US","2016-01-01 2021-09-21","web",0
"273",2021-06-01,23,"BOA lace","US","2016-01-01 2021-09-21","web",0
"274",2021-07-01,37,"BOA lace","US","2016-01-01 2021-09-21","web",0
"275",2021-08-01,59,"BOA lace","US","2016-01-01 2021-09-21","web",0
"276",2021-09-01,100,"BOA lace","US","2016-01-01 2021-09-21","web",0
"277",2016-01-01,39,"BOA laces","US","2016-01-01 2021-09-21","web",0
"278",2016-02-01,13,"BOA laces","US","2016-01-01 2021-09-21","web",0
"279",2016-03-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"280",2016-04-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"281",2016-05-01,26,"BOA laces","US","2016-01-01 2021-09-21","web",0
"282",2016-06-01,28,"BOA laces","US","2016-01-01 2021-09-21","web",0
"283",2016-07-01,14,"BOA laces","US","2016-01-01 2021-09-21","web",0
"284",2016-08-01,28,"BOA laces","US","2016-01-01 2021-09-21","web",0
"285",2016-09-01,13,"BOA laces","US","2016-01-01 2021-09-21","web",0
"286",2016-10-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"287",2016-11-01,0,"BOA laces","US","2016-01-01 2021-09-21","web",0
"288",2016-12-01,12,"BOA laces","US","2016-01-01 2021-09-21","web",0
"289",2017-01-01,24,"BOA laces","US","2016-01-01 2021-09-21","web",0
"290",2017-02-01,25,"BOA laces","US","2016-01-01 2021-09-21","web",0
"291",2017-03-01,23,"BOA laces","US","2016-01-01 2021-09-21","web",0
